vessel_type,dwt,speed,load_factor,sea_state,wind_speed,fuel_type,distance_nm,fuel_consumption_tonnes
pctc,294172.1644564045,24.598601637201554,0.6873538362266326,1,37.099071262235874,Hydrogen,14274.778650045188,30697.923567346057
pctc,71529.42019351003,21.965486479157136,0.3878181206579373,12,18.343537023426904,Ammonia,12071.619709790768,22479.310990452756
tanker,129398.12366115971,21.92990123391779,0.9733121016793372,10,21.078881986969762,HFO,1659.170428413764,4035.972666857015
bulker,169776.3996965324,15.343650588495763,0.5509886988769601,10,30.630963234865682,LNG,14181.168438648134,15240.074568936168
container,40484.28597104753,16.285982441729963,0.10729890628257165,11,48.32608193071149,LNG,11982.92663143655,5195.901996970062
container,245961.9199063349,22.171601881613043,0.10554700253620322,7,27.161512620949694,Methanol,548.4083496831122,1448.7744554703374
tanker,86032.2321408448,22.39251172513519,0.9469083966280659,12,29.453755460128487,Ammonia,10833.932596218505,28295.671050105928
container,167034.6209724908,21.045491309442234,0.35306256742820896,12,35.75189619052557,HFO,4907.570476887417,13017.982977261681
tanker,167141.97415450783,21.371425503691512,0.8308584694324613,3,25.51268638977302,Hydrogen,9272.960739958831,10845.635402933667
pctc,182778.99243610658,22.59259718001764,0.1392040196961106,5,43.56470137657954,Methanol,4600.412332312284,8714.966277253003
pctc,21368.366024672832,7.2756386218385956,0.2322253983531304,1,0.2944564376473857,Methanol,11085.640747762282,493.149980276815
roro,54742.53474031253,10.852787538099417,0.8711015588558858,9,28.981184070795017,Ammonia,3207.5434113471997,1321.6343830629244
pctc,52551.71166239244,24.52227067907215,0.9946821851564789,1,55.38097080465243,Hydrogen,12600.736111897593,9455.712114211383
bulker,94105.1215276763,15.895523199279904,0.14673063834124306,9,36.95422608923987,HFO,1557.0686682104808,1160.3355255589224
roro,47749.67627321026,8.52927720083384,0.25087327603204335,10,29.183984546695395,Methanol,849.3509047921707,139.88825860853447
container,276966.7896284154,15.061112663990544,0.7506207017217049,5,46.321490128287984,Hydrogen,2412.9366983937043,2271.8640193774863
bulker,156321.56290083373,17.915683506071826,0.5765526606551485,8,23.580044551913513,HFO,6075.9022369638515,9115.91742477402
roro,188954.6685722919,21.564439678753146,0.4653694415030871,12,28.034736883406918,Methanol,10021.895780115141,32315.084639660574
bulker,110459.01174244564,21.243534520469357,0.2750207841569347,9,11.709583284448943,Methanol,7468.673580889965,11507.744554132256
tanker,86492.6116050039,5.984829866648333,0.9508918227589985,5,7.452249054476687,HFO,7397.793510497737,687.7832580370509
container,153437.26521850284,14.070499739448167,0.2550416972200915,11,1.5313634502813023,Ammonia,13050.906143045251,15154.507580774545
pctc,91825.27757627591,5.411381123740162,0.33872460922472436,0,43.89053423132599,LNG,8609.38917159342,448.5549500028774
tanker,106375.54809028046,22.763122473325016,0.39186831178876314,2,28.09140685073514,LNG,7860.301904521524,7941.367359188838
container,138561.50790990287,8.478121510372498,0.2247248767770814,4,56.3611949758187,HFO,6581.742066241486,1267.3474925071944
tanker,154191.43771938488,17.49749390335277,0.5826097506107667,4,10.608962981458,HFO,14687.002353644839,15720.40792204226
pctc,295372.6334756424,16.412367425608004,0.40719256815417315,8,14.639005781040579,HFO,4020.7366039494696,6725.924637525576
container,70880.16350777245,17.510588692857315,0.64706275048206,10,38.323556792077525,Hydrogen,2755.711423326247,1544.906590715555
bulker,148952.96864038092,16.26833245662816,0.4310722789165732,0,3.2758611378412805,LNG,7639.335731474283,4849.96212286505
bulker,49105.96314935498,19.31177354733215,0.20478117612530883,3,30.20479524114877,Methanol,10327.582114834648,5357.268732089053
container,108249.77364885193,17.522199320463333,0.8853376394177309,10,7.414891044688576,Hydrogen,814.184013951641,734.5011451020993
pctc,216606.66201838927,6.8060049354162855,0.5586868658190542,6,9.683847255389267,LNG,12926.387721374727,2681.518775360683
roro,56466.3324093695,12.335359020148804,0.3896654409853041,4,30.725992400570526,Methanol,4605.1843314232465,1306.3202644063651
container,176498.63572726274,15.931868718693035,0.11472827704712081,5,34.14424855874502,Methanol,9858.070596971034,8482.98347929495
tanker,127926.80195256212,11.503948517963543,0.6380618237949405,7,12.72208469508138,Ammonia,3012.650941827386,2137.665992691703
roro,20215.965599319534,20.206617696137677,0.8042538969812776,7,16.274316952086668,Ammonia,13142.833857763348,8191.517092113693
pctc,280257.19623614114,11.357954301099838,0.6850551251954148,10,17.046455258027844,LNG,5703.932247514945,4934.099411362396
pctc,127012.92638640148,21.57368348606079,0.8089473833493028,12,8.508589679845695,LNG,3210.9367459830746,6802.347339597161
tanker,236258.32804659405,7.934674419629674,0.23948725412747762,10,57.943251130482295,Methanol,786.2961189633594,306.5878390175592
bulker,127812.47917588109,20.387851299717497,0.9745326807541878,1,41.53199585152914,LNG,4977.388798334769,5915.017824134459
pctc,281521.29486574145,8.669308815703777,0.2901999592563268,5,6.650509885631064,Methanol,5998.530107385959,2243.46754981332
roro,90688.74865652475,15.560305608243247,0.34010163961609374,6,21.429610915309084,Methanol,1009.2060357591217,735.548601605192
container,126608.04165787058,11.410487459278453,0.5610966064738769,8,10.356167736000401,Methanol,8552.723764546357,4842.259598057998
roro,228864.95087648946,17.746688719540792,0.10467597427631638,12,14.063167999495093,Methanol,7093.2287236269885,15050.395708047941
roro,106381.85800785279,9.254808196831947,0.4982036393066668,5,56.36866656780284,Ammonia,7649.405681069184,2488.9768179926646
bulker,112485.3360438779,20.90819466703785,0.27615274769153775,4,8.205177197720685,HFO,2435.356826740145,2608.228633937889
roro,298472.8361571959,16.471677327328806,0.7741163065782298,11,52.78870378100349,Hydrogen,6054.609746697259,10382.589712392435
bulker,168906.28507865383,24.145463081853485,0.7819780457635428,9,50.51010209112673,Methanol,14533.71031266905,48513.1356988092
bulker,208367.2338326937,19.235406578315896,0.6541613601764045,5,44.620095114287025,Hydrogen,5682.527736007832,6351.14845753226
pctc,194821.3590753149,17.14791079006502,0.47951665778821306,12,29.80332143525311,Methanol,11997.938102688282,24370.513326281638
pctc,249237.6234111888,21.583173808926826,0.3792106152360194,3,15.502059286240769,Hydrogen,2300.409026511433,2798.5207554194326
tanker,259238.40433531418,9.393651355235534,0.8447157773641112,3,49.8587919415703,Hydrogen,2280.911655642378,659.7423127231779
roro,171160.55907874132,17.654849217289147,0.5563842572923571,0,50.044497938358944,Hydrogen,14984.423156872623,11002.796320189698
tanker,91894.04211508781,12.808076991897032,0.5468201073512592,1,31.518959720767484,Methanol,9901.263012417381,4164.004022374387
roro,11726.07303461599,19.875819582928766,0.2020895999943889,11,2.8568031849700914,Ammonia,10140.099376519966,4303.9584212485315
tanker,186248.95906397444,5.489388189825317,0.2965447430703242,0,11.577670832179884,LNG,6675.896317277249,545.8407146383399
pctc,248513.3058133578,13.554241930538282,0.42444036272649266,9,3.3650075703610405,Hydrogen,11536.621166150233,8776.802148285857
pctc,137909.24262593954,18.034038036658384,0.7289675585054572,0,10.790281078627844,LNG,13958.571989057891,11883.46124428692
pctc,53588.31144480497,14.212786728843206,0.8607438920767679,2,30.505276846464618,Hydrogen,1689.0470062888398,402.2379766289979
pctc,89984.21151601407,9.75943191427502,0.9935742491469636,4,51.25040736648976,Ammonia,2999.8219809307166,1002.5961930656732
container,155446.73420600005,14.286985033588717,0.4846888913073414,2,39.194209948273524,HFO,13058.046113288892,7879.78322890677
pctc,251820.95959841163,21.994890509790523,0.5078839125085962,1,36.05417817140166,Hydrogen,1647.5535563626465,2227.816304829115
bulker,55667.17809018408,9.136780345962643,0.7894544870098205,12,44.8772125257057,Methanol,5707.450174171217,1428.2000455252112
pctc,185584.2133343067,12.343443272592864,0.38910427878251375,5,38.39468847351106,LNG,1706.4928912636778,933.019462445885
container,227243.7411154109,24.806710430002553,0.5864661784127084,5,26.605635867274042,LNG,6415.576446493407,17090.33719423824
container,281134.0184987728,23.256343377808985,0.7093155908224401,9,48.9218067157862,Hydrogen,6983.825715806137,17887.80519334793
container,39427.58904526353,5.679366842533113,0.3126247396341696,11,18.611068227205607,Ammonia,3111.9184528716733,261.41452737909543
container,278285.53207854443,15.606639352040288,0.351630954446816,3,55.686894436915715,LNG,1683.8497334597332,1558.7236729897957
tanker,182432.92287647145,6.30826053695767,0.42057157347015917,5,6.971434951037978,LNG,6552.116577173837,830.3773847510549
tanker,231176.96829252437,23.478098473154215,0.6199163515264995,6,38.26079357185738,Ammonia,7960.104839268995,28790.900150562367
bulker,20863.53932272386,13.830898253700617,0.3433739081466024,3,30.030981182408198,Hydrogen,11186.95586222117,1124.0096404529158
tanker,154313.70591397557,13.368740078560034,0.2873510042571944,1,25.545699400599926,Hydrogen,11026.942381296416,4022.4757378544255
container,188675.75385383415,10.458920636786214,0.23455739419553234,11,25.782982787694817,Methanol,1513.8016768636835,996.1588311970748
pctc,95515.98276248785,16.376379607843077,0.828378908068094,9,2.5324514423428357,HFO,6850.483260878953,6667.725513011726
pctc,132336.81138986954,7.899974459867856,0.8973743475374277,8,45.0908282917687,HFO,12734.6482811296,3643.0819684867747
container,168517.9499074814,20.979100010710944,0.9142497511570126,4,21.140824809723895,HFO,9156.345651123163,16318.852501937119
roro,168001.64223302907,14.824206896931674,0.8394703035501253,8,28.59818141840262,LNG,12895.432805540508,12231.760081938672
container,17349.14999501723,16.32925782628321,0.2235603008585163,1,50.85564521823148,HFO,14287.456885733423,2608.285609073864
tanker,134647.12114077323,21.81609495309041,0.18797674717426965,1,34.62651006482202,Methanol,5346.991662443982,7162.7949122708005
pctc,68076.3556637081,8.70297547769898,0.5492478963013734,12,51.08619570942999,HFO,2427.8658008849725,594.5874908983543
container,275425.04803517816,8.503661466842313,0.5692842577524985,2,8.224763673765592,Ammonia,1716.8841031793631,723.900691420907
pctc,293091.09708638355,13.416033457396923,0.7595408732140625,10,16.909052981670314,Methanol,2333.083364135529,3672.585720048962
container,93395.83442386037,20.72256482389201,0.30059267829058817,3,13.675944865867713,HFO,10396.031025328824,9611.783644460425
container,56679.692189062334,6.170911070402923,0.9378547028721029,8,53.18005684345523,HFO,2233.6935784007937,216.1409674801819
tanker,69753.72452976121,20.903404077974912,0.3789368136956952,7,46.89343170882901,HFO,14309.909069814727,14307.16572900774
container,145936.91532912134,15.015131871836196,0.6200280558221302,9,50.046051414053885,Hydrogen,10055.252745483771,6789.3087225878835
pctc,262979.15173838765,16.235268998964493,0.8777922466796094,12,34.121013607206606,Hydrogen,14355.17407575429,22616.636509282074
bulker,152510.6834066037,16.287718765583463,0.5711032976385209,5,13.2449347067332,Methanol,8670.836618015088,8825.158172404987
pctc,21340.658206012806,6.123347779154404,0.7782017003500036,11,22.619902460225504,Hydrogen,3433.6234356357118,134.26875079649147
tanker,16766.252800377482,9.995415954362896,0.7741235803665717,3,33.01805239086609,HFO,2938.5628391919913,216.52648297858812
bulker,72080.32895874033,20.105949030293957,0.8110191218589418,12,1.1387146323012232,LNG,11634.390696036204,14439.731915185665
container,253617.5268947815,13.245362389785672,0.8299434385422444,6,38.378536064518194,HFO,501.5634379105443,569.2523848963656
roro,188336.76447286748,16.210339645037084,0.453216652586791,10,51.29216981425297,Methanol,13191.622335162034,21260.619906883487
bulker,171072.56686695598,23.89737244053094,0.4272006183635957,10,19.538119524811567,HFO,927.8303976807251,2636.406617367013
bulker,99096.02981187943,5.925435366347225,0.8231482901486226,8,40.787372524675035,Hydrogen,9264.303417476836,837.8102147155869
container,279180.49448862526,13.993607313476396,0.6217393535492934,12,29.013797334908553,Methanol,6138.556437980714,10609.01514415917
roro,102697.58226382907,12.225482656957961,0.6469419554510277,8,0.23864951804940526,Hydrogen,9367.742177957549,3178.8783562973476
roro,251308.60173261928,7.128988523894824,0.4707255257146632,7,17.039531574954655,Methanol,11841.39099810255,3672.94805883276
tanker,269291.5378028858,24.015886975195958,0.28145319280615533,3,31.671615229552007,HFO,2123.3363309639994,5375.509545015848
bulker,147583.82889876032,24.229191794970866,0.5112375123307052,4,43.49450870247609,LNG,14221.288397542996,24968.20051769035
roro,268815.33449681906,11.229763083788137,0.9726818191921621,0,24.12202604244589,HFO,9138.796378289784,5905.3186949404035
tanker,86656.9697803589,23.934332213781573,0.36178019132317896,9,11.174723731081732,HFO,6038.430124175339,10160.008730167028
roro,199237.86072406636,5.703472134485712,0.3448074172367238,7,3.662983248979812,Ammonia,14696.675584828465,2955.2116986696483
bulker,30949.305814693947,24.61791980672404,0.2177057581201607,9,42.88152600603725,Ammonia,12268.554582190502,15569.44031063286
roro,144810.5931572562,21.71864032817329,0.5330623969088446,8,21.90248042479246,HFO,2849.983675788592,5608.143802346306
bulker,69112.88163671264,9.286604416224279,0.3596773563047414,3,38.826252233766425,Methanol,1783.938871974259,314.4823184440605
container,23515.16698952785,16.99094307869177,0.7184113578968043,12,13.30511031544731,LNG,13881.835645792673,5788.223641314697
pctc,6099.024882898116,20.965987247386057,0.22161212350187687,5,45.28113222925497,Methanol,8980.576731645688,1715.2860345585245
tanker,100801.87435003847,11.385979280155581,0.32258123442600983,9,20.66316994199083,Hydrogen,7219.9144069812155,2185.271429367499
container,178911.52538834504,12.075035841856591,0.155665944531631,1,3.1421208086154317,LNG,1620.9041803840594,624.291160101066
container,139292.95255709143,17.579455511858534,0.1373238141937962,7,30.614009982890934,Ammonia,8355.74436820966,11343.247195295913
pctc,94021.94306325134,7.941881018668758,0.8327291252521224,5,43.88679883655419,HFO,4436.569985857888,802.1886190043874
roro,297404.00907899404,7.3642121944481715,0.9152902941629727,12,55.94982947675217,Methanol,3299.879980778835,1912.0448625060546
pctc,282159.88679400494,9.996105562388486,0.7874999518319098,9,58.25146685588877,Hydrogen,6170.381762984763,3388.567036448048
container,42067.725517061575,19.825194906940627,0.8786471232032175,12,27.385176429945275,Methanol,1017.4893729924387,1200.8872245401024
container,127456.69086720595,12.331984528231132,0.17793653278332117,4,36.71240142452613,Hydrogen,9169.030477507038,2651.422360701798
container,196409.8455281152,15.147164433035886,0.908320853061596,8,33.43325564626488,Hydrogen,9505.99323503216,8527.67355956155
roro,221379.78527133135,8.909011136150653,0.5194358528237035,8,32.0124952823142,HFO,10577.489642140008,4548.942676773764
bulker,113079.78569829966,8.882113346991439,0.7917794406377642,3,6.87234691242411,Hydrogen,831.2463510310506,119.9070458335366
tanker,225153.13475692755,18.0090251846962,0.6541815595758056,4,40.25190271515486,LNG,3045.942253072119,3938.9868185578885
bulker,41624.25380865009,7.167505037369075,0.4148828344703258,8,57.9162149013931,HFO,11699.107992375446,1108.5491271051778
tanker,102884.72445102289,18.356814544328124,0.3383191294475547,1,7.608173316096769,Methanol,8832.844077765927,7153.464381555333
tanker,216347.78684799199,13.014037046978125,0.20631714606403412,5,18.71127047501695,Hydrogen,631.2923035026117,293.63971183530464
tanker,189576.42312681067,18.425418272352513,0.4713859913329347,9,4.622994933321634,LNG,11095.187317316035,17649.665103787
pctc,251977.0133841882,12.634589540309772,0.5446924445165897,10,24.166973846068903,HFO,6540.728549355373,7021.477986297386
pctc,18822.82168681075,21.921043672989967,0.9848035848195436,7,28.90032696266975,Ammonia,4314.561185679784,3192.704067448667
pctc,56445.55675779931,6.111123384313084,0.13356142869585508,8,21.48108547015721,Ammonia,11436.667360572399,1149.9391626816555
container,19305.901770230106,22.865946236243538,0.6311342459971657,10,28.59492865074068,Methanol,5725.289400367042,4203.063426986139
pctc,61673.69615351734,10.373223544761904,0.5724953397355333,3,48.17801199901294,LNG,7077.395554367842,1102.9421339574058
tanker,6263.429136715828,5.850844199309632,0.12060657127941028,8,12.835415595940468,Ammonia,12981.270760382926,261.38286895228947
roro,153742.03899526555,16.248088437643652,0.39676809790226775,9,45.47830171025664,LNG,2670.51653669659,2767.2875498893895
container,160852.74669263535,9.487084607621927,0.48063468070374027,10,47.597279851635925,LNG,8702.035886963486,3791.158174368151
roro,199078.07551476845,14.184062463682395,0.5448427855652875,7,34.86798786422291,LNG,2007.2624749823458,1864.889177802007
tanker,118549.17192430781,21.04628412124207,0.3101104773914132,2,18.91927125311495,Methanol,14678.916244230133,20280.071697109655
container,5946.268752129282,20.830935214963034,0.13069019790768527,0,56.19004994115596,Hydrogen,5021.904566699568,435.0636071128704
pctc,203797.89055025295,17.007712325668294,0.3644588015738235,7,21.834213365466116,LNG,13698.30490925406,17317.96506413249
container,21015.870885634213,24.557438173152946,0.8527256581902293,3,2.995271094921621,HFO,5821.626579909291,3499.9591750529357
container,260520.27709123446,14.275021904919935,0.8270720886559455,4,8.165271119023052,Ammonia,12769.498257377709,18217.624653418825
tanker,11682.926373841521,5.787767807096267,0.2626756970514994,6,53.49540033866488,HFO,11586.782952383559,240.40726682164293
bulker,161490.16136070658,21.388502996209475,0.6816701490918929,9,8.998588871903854,Methanol,3871.969110898481,10248.176086604077
bulker,269000.7753037286,9.425877401137214,0.9312826372963047,4,26.84364849604569,HFO,9880.357055156428,4841.354481719511
bulker,173884.42485769014,8.52477617994049,0.2548969218536642,7,41.5182936492879,Hydrogen,3883.4553606164263,739.2811337109675
pctc,184482.94023045935,6.400198439329832,0.21580870618706183,6,34.41868205542027,LNG,775.1557224629532,100.13334608046527
pctc,206075.20025953467,11.557998872772776,0.11993164008103266,0,39.20230201288682,HFO,4856.937615458389,1960.3283863651277
pctc,41110.610080487764,11.523179341083758,0.25517031822660874,8,20.92887987157056,HFO,10803.09027619826,2388.871553940856
bulker,204103.49473911506,11.055430639329046,0.8325573200430298,6,39.73416830631868,Methanol,3088.876250928428,2239.370275936012
roro,264704.69019378047,16.86385879537355,0.8325907661458932,2,0.5451345010471864,HFO,9603.12642816727,12938.855646743128
tanker,292395.14568641834,20.03084338656212,0.5864068693261089,9,15.79501418781556,Methanol,11590.8497865852,38242.68736113614
bulker,135700.33981071238,23.755334372946784,0.40020802924053567,1,7.4159906103690165,Ammonia,4999.919523186799,10467.436869779836
tanker,106628.93124487632,6.881001573602951,0.8261023771017845,3,27.315778635189726,LNG,1980.112535323076,224.47818629848302
bulker,227226.33660091352,8.00763664976294,0.2755137191100163,3,8.749384941635437,Ammonia,9150.581319377732,2959.0519444945003
roro,165147.9149881178,16.796850210491346,0.22586859108823681,8,32.84226430029579,Hydrogen,2404.661010359622,1930.6001351045156
bulker,80904.873064234,6.962711877545207,0.18028919613948477,12,10.839902475557523,HFO,537.6721485852761,85.76794390325419
roro,55786.57606606238,12.415285692385257,0.86619335187017,10,24.85588049422607,Methanol,2395.644363141053,1169.6842469391238
container,55217.93867485939,17.49104461092074,0.7433586821973595,1,4.453290839575825,Methanol,4366.392422920149,2354.6184591637507
pctc,140457.22579881485,20.61090064077723,0.6621276554464781,0,26.398816239751305,Methanol,10321.99900073978,16342.030296910752
container,55186.69965661679,9.351985749160631,0.754720715989787,10,48.47899675440401,Methanol,5322.621765772618,1304.4118112822819
bulker,10817.088483388303,18.359711281940235,0.22913082298202286,7,19.014075543140613,LNG,13819.244291366967,2548.9504865398926
pctc,20366.18861605855,17.917393316944263,0.4463101787420769,4,42.379004178294544,Methanol,11262.80982947128,3846.4385560899254
roro,279315.9404661249,22.19232252516629,0.8327037064727241,11,25.5591655945023,Hydrogen,14818.330412454909,43310.14688455252
bulker,26523.595642240045,11.274949915279809,0.9250889585329896,2,14.052709898078826,Ammonia,10146.783786382297,1798.286586734078
pctc,26588.30372138307,20.00183729776353,0.5617860705301071,1,18.208715982108682,HFO,810.1431335839223,324.0949015902575
bulker,138100.59143239207,20.03999728882989,0.2098553014746808,6,18.15469599206384,HFO,2658.7755074095066,3521.83010359684
pctc,77304.5832888346,9.78389083982515,0.9806655991714296,3,44.54273448068004,Methanol,4409.103121606644,1080.8224371043966
pctc,288994.68639088684,17.423156755168552,0.45552568725168396,3,12.056157665729184,Methanol,10698.302807654358,16274.653898286395
container,273740.8226518522,18.503241753369284,0.3870951976786856,8,58.666291799974175,Ammonia,9856.304511027714,25464.222061422377
pctc,124399.2583580238,10.488568252445475,0.2079918241434795,3,41.249055730805885,Methanol,3475.744911263805,961.5612927194841
bulker,137375.79822779648,14.035999907292783,0.1113666588952436,7,24.069265958711515,LNG,10621.88316309322,5724.3530995383335
tanker,115658.5276572932,13.71555454512986,0.6433060052367826,7,59.88024058772547,Ammonia,4546.217306890166,4263.169812367367
tanker,16170.504409722826,20.470191367420725,0.6511879167709773,10,12.970292888111274,Ammonia,10192.65224934568,5989.755834172854
container,91389.81758013906,5.013825118274873,0.3108170230498545,12,45.77467288158376,HFO,5006.42836831057,446.4289070689192
roro,41188.673535535316,15.020532229133865,0.2457880805324414,8,16.256213855007932,Ammonia,3549.646439889462,1851.5367437663324
tanker,35199.247354461215,8.68681627127623,0.5752079204490402,3,32.61386707877039,LNG,7675.2008238924955,618.6486551723966
container,170454.1640162344,17.936839361108678,0.49186616955275675,7,3.2652821145485422,LNG,14720.867154105481,19269.130716569085
pctc,34135.633025500865,18.607377259418993,0.373288634226279,6,50.78754817814262,HFO,9875.553426004299,4469.837014821647
bulker,35364.74051960276,15.022530173871665,0.2964095757767993,5,21.969114126263072,HFO,5598.800122102472,1633.2875940317783
pctc,146751.5458717078,15.840590835688204,0.8733752724321789,4,35.06918345164655,HFO,8017.4480378501585,7820.876500479126
bulker,135473.29771117843,11.301163781103373,0.9854451631949496,1,55.63702990207279,Hydrogen,6859.813533831279,2096.175609375718
roro,45602.26161404896,11.266453586007428,0.4200235591444512,3,1.8148035230491244,Ammonia,954.4845952538302,223.16513972355204
container,6312.4623186145855,19.90234119700721,0.7283177074883502,7,58.08104621012208,Ammonia,10277.177365333408,2649.514121603455
container,61927.460321513936,7.634627348526395,0.8789924928958821,0,31.51076093412086,Methanol,3479.715667235667,444.2456868846573
tanker,74588.21498370201,20.43006629386586,0.12424310273391542,2,46.844794435687206,LNG,8246.30081367759,5085.751331268713
container,241073.29086461593,18.10026363203851,0.9172583924465662,7,28.382685936350946,Ammonia,1528.200168280305,4146.418948807293
roro,275054.31340552843,22.68949369310996,0.549234093582813,12,48.95446666001863,Ammonia,11959.310552491657,62861.88808393713
